id_artikel,judul,isi_artikel,kategori,status_artikel,id_penulis,id_verifikator,tanggal_publish,created_at,updated_at
133,Kesehatan Ibu Hamil (Bagian 6),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Kehamilan,Diarsipkan,234263,,,2026-02-21 04:16:52,2026-02-21 04:16:52
134,Pencegahan Stunting Sejak Dini (Bagian 6),"Pemantauan pertumbuhan di posyandu setiap bulan sangat penting untuk deteksi dini stunting. Ibu hamil perlu mengonsumsi tablet tambah darah dan makanan berprotein tinggi seperti telur, ikan, dan daging. Sanitasi yang buruk juga berkontribusi terhadap stunting, jadi jaga kebersihan lingkungan.

Stunting adalah kondisi gagal tumbuh pada anak akibat kekurangan gizi kronis dalam 1000 hari pertama kehidupan. Anak stunting memiliki tinggi badan di bawah standar usianya. Pencegahan stunting dimulai sejak masa kehamilan dengan asupan gizi yang cukup, pemberian ASI eksklusif 6 bulan, MPASI bergizi, dan imunisasi lengkap.

Stunting dapat dicegah dengan intervensi gizi spesifik dan sensitif. Intervensi spesifik meliputi suplementasi zat besi pada ibu hamil dan imunisasi. Intervensi sensitif meliputi penyediaan air bersih, sanitasi, dan jaminan sosial. Mari bersama-sama wujudkan generasi bebas stunting.",Penyakit,Draft,220387,,,2025-08-06 09:07:15,2025-08-06 09:07:15
135,Bahaya Campak dan Rubella (Bagian 6),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.",Penyakit,Diarsipkan,248094,,,2025-08-16 05:11:57,2025-08-16 05:11:57
136,Cara Mengatasi Demam pada Anak (Bagian 6),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Kehamilan,Ditolak,243515,229645,,2026-05-18 03:32:15,2026-05-18 03:32:15
137,Pentingnya Imunisasi Booster (Bagian 6),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Penyakit,Diarsipkan,207066,,,2025-12-31 05:10:37,2025-12-31 05:10:37
138,Bahaya Campak dan Rubella (Bagian 6),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Penyakit,Ditolak,212446,206135,,2026-02-24 06:22:51,2026-02-24 06:22:51
139,Vaksin MR dan Polio (Bagian 6),"Vaksin MR melindungi dari campak (measles) dan rubella yang dapat menyebabkan kecacatan bawaan. Vaksin polio mencegah kelumpuhan akibat virus polio yang menyerang sistem saraf. Vaksin BCG diberikan untuk mencegah tuberkulosis berat pada anak.

Vaksin DPT-HB-Hib melindungi dari difteri, pertusis, tetanus, hepatitis B, dan Hib. Pastikan anak mendapatkan imunisasi lengkap sesuai jadwal untuk kekebalan optimal. Imunisasi merupakan hak anak dan kewajiban orang tua untuk melindungi generasi masa depan.

Kekebalan kelompok hanya tercapai jika cakupan imunisasi tinggi. Mari dukung program imunisasi nasional dengan membawa anak ke posyandu atau puskesmas terdekat. Imunisasi aman, efektif, dan gratis.",Kehamilan,Menunggu Verifikasi,224457,,,2026-01-06 14:20:51,2026-01-06 14:20:51
140,Nutrisi untuk Ibu Menyusui (Bagian 7),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Kehamilan,Dipublikasikan,242543,229645,2026-05-16,2026-03-10 20:01:51,2026-03-10 20:01:51
141,Persiapan Persalinan Sehat (Bagian 7),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Gizi,Diarsipkan,222261,,,2025-09-20 12:33:33,2025-09-20 12:33:33
142,Persiapan Persalinan Sehat (Bagian 7),"Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Penyakit,Ditolak,214582,229645,,2025-11-26 02:49:39,2025-11-26 02:49:39
143,Kesehatan Ibu Hamil (Bagian 7),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Penyakit,Draft,240356,,,2025-12-27 03:58:38,2025-12-27 03:58:38
144,Kesehatan Ibu Hamil (Bagian 7),"Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.

Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.",Penyakit,Ditolak,222350,234949,,2025-10-29 09:03:54,2025-10-29 09:03:54
145,Deteksi Dini TBC pada Anak (Bagian 7),"Tuberkulosis (TBC) pada anak dapat dicegah dengan vaksin BCG yang diberikan segera setelah lahir. Gejala TBC anak: batuk lebih dari 3 minggu, berat badan tidak naik, demam berkepanjangan, keringat malam tanpa aktivitas berat.

Kontak erat dengan penderita TBC dewasa meningkatkan risiko penularan pada anak. Lingkungan rumah dengan ventilasi dan sinar matahari cukup membantu mencegah penularan. Segera periksa jika ada kontak dengan penderita TBC.

Pengobatan TBC anak harus tuntas minimal 6 bulan dengan kombinasi obat OAT (Obat Anti Tuberkulosis). Putus obat dapat menyebabkan resistensi dan kambuh. Orang tua harus memastikan anak minum obat secara teratur.",Kehamilan,Diarsipkan,219973,,,2026-03-09 08:53:48,2026-03-09 08:53:48
146,Gizi Seimbang untuk Balita (Bagian 7),"Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.

Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.

Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.",Penyakit,Ditolak,220144,225811,,2025-12-08 02:03:02,2025-12-08 02:03:02
147,Gizi Seimbang untuk Balita (Bagian 7),"Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.

Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.

Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.",Kehamilan,Menunggu Verifikasi,223540,,,2025-07-21 13:23:33,2025-07-21 13:23:33
148,Kesehatan Ibu Hamil (Bagian 7),"Imunisasi adalah upaya pemberian vaksin untuk membentuk kekebalan tubuh terhadap penyakit tertentu. Di Indonesia, program imunisasi dasar lengkap meliputi HB-0, BCG, Polio, DPT-HB-Hib, dan MR. Imunisasi sangat penting untuk mencegah penyakit berbahaya seperti campak, polio, dan tuberkulosis. Pastikan anak Anda mendapatkan imunisasi sesuai jadwal yang telah ditentukan.

Efek samping imunisasi umumnya ringan seperti demam ringan atau bengkak di bekas suntikan. Hal ini normal dan akan hilang dalam 1-2 hari. Berikan ASI lebih sering atau kompres hangat untuk mengurangi rasa tidak nyaman. Segera hubungi tenaga kesehatan jika terjadi reaksi berat.

Jadwal imunisasi yang teratur akan melindungi anak dari berbagai penyakit infeksi. Kekebalan kelompok (herd immunity) tercapai jika minimal 95% anak telah diimunisasi. Oleh karena itu, partisipasi aktif orang tua sangat diperlukan. Jangan ragu untuk berkonsultasi dengan bidan atau dokter anak tentang jadwal imunisasi.",Kehamilan,Draft,214486,,,2026-01-08 21:15:52,2026-01-08 21:15:52
149,Gizi Seimbang untuk Balita (Bagian 7),"Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.

Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.

Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.",Kehamilan,Menunggu Verifikasi,219967,,,2025-08-18 16:07:51,2025-08-18 16:07:51
150,Gizi Seimbang untuk Balita (Bagian 7),"Gizi seimbang berarti konsumsi makanan beragam dalam jumlah cukup sesuai kebutuhan tubuh. Prinsip gizi seimbang: makan makanan dengan komposisi karbohidrat, protein, lemak sehat, vitamin, mineral, dan air. Anak balita membutuhkan energi lebih besar per kilogram berat badan dibanding orang dewasa.

Pola makan yang baik akan mendukung pertumbuhan dan perkembangan optimal. Hindari makanan tinggi gula dan lemak jenuh. Biasakan anak makan sayur dan buah setiap hari. Libatkan anak dalam menyiapkan makanan agar mereka lebih tertarik untuk mencoba.

Menu makanan balita harus mengandung sumber energi (nasi, roti, ubi), sumber pembangun (ikan, telur, daging, tahu, tempe), dan sumber pengatur (sayur, buah). Kekurangan zat besi dapat menyebabkan anemia dan mengganggu perkembangan kognitif anak. Berikan hati ayam, bayam, atau kacang-kacangan.",Gizi,Menunggu Verifikasi,242765,,,2025-08-04 20:37:45,2025-08-04 20:37:45
